title,company,location,summary,salary,salary_class
"Data Scientist, Digital Delta",KPMG,Sydney NSW,Actioning insights from trusted data to consistently and quickly make clear decisions Extract and manipulate data from a variety of sources and apply the ,109292.72,0
Junior Data Analyst (Contract),Veeva Systems,Sydney NSW,Implement automated data collection and validation processes Analyse and perform data matching cleansing validation and load on incoming customer data by ,109292.72,0
Procurement Commercial Analyst,Compass Group Australia,Sydney NSW,Collate data and produce reports including pipeline initiative tracking validation and trend analysis on usage data Ability to work with high volume data ,109292.72,0
Testing Analyst (SSAS/SSIS),Australian Prudential Regulation Authority (APRA),Sydney NSW,You will have the ability to code in at least one programming language Java JavaScript C etc knowledge on GIT in maintaining source code repositories and ,109292.72,0
Reporting Analyst,Allianz,Sydney NSW,Support the Allianz business with your data management skills Develop skills in relevant data and reporting software You ll be responsible for ,109292.72,0
Data Analyst,GetCapital,Sydney NSW,Experience in data visualisation and dashboard creation Teach and encourage colleagues to be their own data miners What you didn t know about GetCapital ,109292.72,0
Data Analyst - Contract role,oOh!,North Sydney NSW,Proactively solve business problems with data and show strong competency in clear data visualisation and reporting And when we do that well we celebrate it ,109292.72,0
Senior Data Analyst,The Royal Australasian College of Physicians,Sydney Central Business District NSW,Document future data requirements and data related business rules Demonstrated experience in data analysis across multi systems projects experience in ,109292.72,0
Data Analyst & Data Modeller,Australian Securities Exchange (ASX),Sydney NSW,Existing data model data and the business processes they enable Industry best practices in relation to data management and data governance principles ,109292.72,0
Application Support Analyst,Link Group,Rhodes NSW,Since our inception Link Group has been entrusted by clients to handle sensitive data in a secure and confidential manner ,109292.72,0
Senior Alteryx Data Analyst,FinXL,Sydney NSW,Experience Automating manual data processes Understanding data structures that support reports High profile long term project ,109292.72,0
Lead Data Analyst,Practice Ignition,Surry Hills NSW,The data analyst will work closely with the data engineer to build the foundations for data analysis and eventually data science ,109292.72,0
Business Analyst,MSD,Sydney NSW,Ability to think beyond numbers and combine data with strategy and financial insight Great opportunity to join a global Animal Health organisation ,109292.72,0
"Network Analyst (Sydney, Adelaide, Brisbane, Perth)",Tata Consultancy Services (TCS),Sydney NSW,Specifications data models and diagrams in the development configuration and integration of computer systems The company generated consolidated revenues of US ,110000.0,0
Senior Data Analyst,Health System Support Group,Sydney NSW,Prepare high quality data visualisations and other data products when requested Liaison with data providers data users subject matter experts and other ,129658.0,1
Market Research Analyst,Laureate Education,Sydney Central Business District NSW,Prepare and present data based recommendations to improve sales performance Confidence in working collaboratively and presenting complex data to varied ,109292.72,0
Data Analyst,oOh!,North Sydney NSW,Proactively solve business problems with data and show strong competency in clear data visualisation and reporting And when we do that well we celebrate it ,109292.72,0
Data Analyst,Experis,Sydney Central Business District NSW,Extensive hands on data analysis experience including a thorough appreciation of how data flows through systems relationships between data and data ,109292.72,0
Data Analyst,Servian,Sydney NSW,Sound understanding of data structures data modeling and data optimisation techniques Implement solutions for the establishment of data analysis capabilities ,109292.72,0
Data Analyst,John Holland,Sydney NSW,We are seeking an IT Systems Analyst to work a part of a small team who will be integral to the design and development of a new data reporting and data ,109292.72,0
Data Analyst,Finite IT,Sydney NSW,Locate and define new process improvement opportunities in the sourcing management and maintenance of enterprise data ,170000.0,1
Data Analyst,Leidos,Melbourne VIC,Investigating data structures preparing and blending data We are seeking a talented Data Analyst who loves everything data and who is passionate about ,109292.72,0
Data Analyst - Health Economics and Data Analysis,Curtin University of Technology,Perth WA,Application of technical skills to real world big data sets with the ability to automate routine data processing activities In this role you will ,109292.72,0
Data Analyst,Grant Thornton Australia,Sydney NSW,Prior work experience in executing data transformation and standardization and joining various data sources to gain critical insights ,109292.72,0
Data Analyst,Greythorn,Sydney NSW,Extensive hands on data analysis experience including a thorough appreciation of how data flows through systems relationships between data and data ,109292.72,0
"Business Analyst (Sydney, Canberra, Adelaide, Brisbane)",Tata Consultancy Services (TCS),Sydney NSW,Ability to query complex data warehouses and aggregate data for strategic reporting experience with Teradata SQL is highly desirable ,120000.0,1
AMP - Technology Graduate Program 2021,AMP Limited,Sydney NSW,Realise your ambitions with the AMP 2021 Graduate Technology program Voted 1 Financial Services graduate program AAGE Top Graduate Employers 2020 ,109292.72,0
